area,Weekday,Weekend,AQI_Difference
Ahmedabad,114.92307692307692,117.58333333333333,-2.660256410256409
Bengaluru,75.57692307692308,75.71428571428571,-0.137362637362628
Chennai,72.92788461538461,68.61904761904762,4.308836996336993
Delhi,215.29807692307693,201.52380952380952,13.774267399267416
Hyderabad,81.41826923076923,81.52380952380952,-0.105540293040292
Kolkata,100.84134615384616,100.35714285714286,0.4842032967032992
Mumbai,97.22596153846153,99.3452380952381,-2.119276556776569
Pune,108.0,106.53571428571429,1.4642857142857082
