area,average_aqi
Byrnihat,284.1949152542373
Delhi,238.92
Hajipur,233.66666666666666
Bahadurgarh,226.4375
Gurugram,204.14383561643837
Tirunelveli,33.310077519379846
Palkalaiperur,42.794871794871796
Madikeri,42.95104895104895
Vijayapura,44.32876712328767
Chamarajanagar,44.80769230769231
